Handle,Name,Status,Address Line 1,Address Line 2,Postal/ZIP Code,City,State/Province/Region,Country,Phone,Email,Website,Image URL,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Page Title,Page Description,Meta Title,Meta Description,Latitude,Longitude,Priority,Name - FR,Page Title - FR,Page Description - FR,Name - ZH-CN,Page Title - ZH-CN,Page Description - ZH-CN,Name - ES,Page Title - ES,Page Description - ES, Tags,Custom Brands,Custom Brands - FR,Custom Brands - ZH-CN,Custom Brands - ES,Custom Button title 1,Custom Button title 1 - FR,Custom Button title 1 - ZH-CN,Custom Button title 1 - ES,Custom Button URL 1,Custom Button URL 1 - FR,Custom Button URL 1 - ZH-CN,Custom Button URL 1 - ES,Custom Button title 2,Custom Button title 2 - FR,Custom Button title 2 - ZH-CN,Custom Button title 2 - ES,Custom Button URL 2,Custom Button URL 2 - FR,Custom Button URL 2 - ZH-CN,Custom Button URL 2 - ES,Brands
2005,Galeries Lafayette Haussmann,TRUE,"Galeries Lafayette Haussmann40, boulevard Haussmann",,75009,Paris,Paris,France,+33 1 53 81 21 90,champselysees.omegastore@swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/5493,,,,,,,,,,,,,48.8736475,2.3322383,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"OMEGA, ROLEX"
galeries-lafayette-royal-quartz-paris-charles-de-gaulle-airport,Galeries Lafayette Royal Quartz,TRUE,"Terminal 2, Hall E2 - Porte L",,95741,Paris-Charles de Gaulle Airport,Ile-de-France,France,+33 1 74 25 03 18,,https://royalquartzgalerieslafayetteparis-112/rswi_11945-parischarlesdegaulleairport-france,,,,,,,,,,,,,49.0018295,2.5786840,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
gianni-ferrari-la-spezia,Gianni Ferrari,TRUE,C.so Cavour 10,,19121,La Spezia,La Spezia,Italy,+390187731353,,https://gianniferrari-6573/rswi_17866-laspezia-italy,,,,,,,,,,,,,44.1032876,9.8214379,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
gioielleria-colombo-monza,Gioielleria Colombo,TRUE,Via Carlo Alberto 6,,20900,Monza,Monza-Brianza,Italy,+390399205357,,https://gioielleriacolombo-749/rswi_172323-monza-italy,,,,,,,,,,,,,45.5848200,9.2755400,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
gioielleria-galdi-salerno,Gioielleria Galdi,TRUE,Corso Vittorio Emanuele 41/43/45,,84123,Salerno,Salerno,Italy,+39 089 229587,,https://gioielleriagaldi-752/rswi_2028-salerno-italy,,,,,,,,,,,,,40.6755673,14.7700168,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
gioielleria-giuseppe-ciletti-foggia,Gioielleria Giuseppe Ciletti,TRUE,Via V. Lanza 10/12,,71121,Foggia,Foggia,Italy,+39 0881 771201,,https://gioielleriaciletti-748/rswi_1927-foggia-italy,,,,,,,,,,,,,41.4619406,15.5515976,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
gioielleria-langolo-delle-ore-novara,Gioielleria L'Angolo Delle Ore,TRUE,Corso Cavour 1/E,,28100,Novara,Novara,Italy,+39 0321 624313,,https://gioiellerialangolodelleore-755/rswi_1984-novara-italy,,,,,,,,,,,,,45.4469448,8.6219287,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
gioielleria-mirolli-castiglione-della-pescaia,Gioielleria Mirolli,TRUE,Via Camaiori 4,,58043,Castiglione della Pescaia,Grosseto,Italy,+39 0564 935033,,https://gioielleriamirolli-762/rswi_1904-castiglionedellapescaia-italy,,,,,,,,,,,,,42.7639060,10.8811540,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
gioielleria-orologeria-stedile-madonna-di-campiglio,Gioielleria Orologeria Stedile,TRUE,Viale Dolomiti Brenta 3,,38086,Madonna di Campiglio,Trento,Italy,+39 0465 442694,,https://gioielleriaorologeriastedile-763/rswi_1957-madonnadicampiglio-italy,,,,,,,,,,,,,46.2301288,10.8267045,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
gioielleria-piccinini-mantova,Gioielleria Piccinini,TRUE,Piazza G. Marconi 8,,46100,Mantova,Mantova,Italy,+39 0376 222190,,https://gioielleriapiccinini-764/rswi_1959-mantova-italy,,,,,,,,,,,,,45.1576357,10.7912350,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
gioielleria-salvini-boutique-rolex-forte-dei-marmi,Gioielleria Salvini BOUTIQUE ROLEX,TRUE,Via Carducci 1A,,55042,Forte dei Marmi,Lucca,Italy,+39 0584 80029,,https://gioielleriasalvini-767/rswi_1932-fortedeimarmi-italy,,,,,,,,,,,,,43.9592540,10.1693350,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
gioielleria-veronelli-como,Gioielleria Veronelli,TRUE,Via Plinio Caio II 20,,22100,Como,Como,Italy,+39 031 263152,,https://gioiellerieveronelli-515/rswi_1910-como-italy,,,,,,,,,,,,,45.8122220,9.0824180,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
giulio-veronesi-cortina-dampezzo,Giulio Veronesi,TRUE,Piazza Re Enzo 1/h,,32043,Cortina D'Ampezzo,Belluno,Italy,+39 0436 2772,,https://giulioveronesi-775/rswi_1912-cortinadampezzo-italy,,,,,,,,,,,,,46.5403820,12.1360610,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
grande-roma,Grande,TRUE,Piazza De Matthaeis 4,,00197,Frosinone,Roma,Italy,+390601901035,,https://grande-798/rswi_15897-roma-italy,,,,,,,,,,,,,41.9272437,12.4861618,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
guardigli-milano-marittima,Guardigli,TRUE,Viale A. Gramsci 72,,48016,Milano Marittima,Ravenna,Italy,+39 0544 994113,,https://guardigli-808/rswi_1976-milanomarittima-italy,,,,,,,,,,,,,44.2767720,12.3486780,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
guilhem-boutique-rolex-megève-megève,Guilhem Boutique Rolex Megève,TRUE,178 Place de l'église,,74120,Megève,Haute Savoie,France,+33 4 50 21 66 80,,https://guilhemjoaillier-810/rswi_1467-megeve-france,,,,,,,,,,,,,45.8575777,6.6192639,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
hannibal-uhren-ag-schaffhausen,Hannibal Uhren AG,TRUE,Fronwagplatz 24,,8200,Schaffhausen,Schaffhausen,Switzerland,+41 52 630 02 40,,https://hannibal-6249/rswi_17380-schaffhausen-switzerland,,,,,,,,,,,,,47.6973004,8.6337184,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
hausmann-co-boutique-rolex-roma,Hausmann & Co. BOUTIQUE ROLEX,TRUE,Via Condotti 35/A,,00187,Roma,Roma,Italy,+39 066781347,,https://hausmannco-839/rswi_17987-roma-italy,,,,,,,,,,,,,41.9048390,12.4798150,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
hodinářství-bechyně-brno,Hodinářství Bechyně,TRUE,Wenceslas Square 776/10,,602 00,Prague,Moravia Silesie,Czech Republic,+420 725 383 189,,https://bechyne-1314/rswi_107857-brno-czechrepublic,,,,,,,,,,,,,49.1932401,16.6095702,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
huber-uhren-schmuck-anstalt-world-of-watches-vaduz,Huber Uhren Schmuck Anstalt World of watches,TRUE,11 Im Städtle,,9490,Vaduz,Vaduz,Liechtenstein,+423 237 14 14,,https://huber-870/rswi_2153-vaduz-liechtenstein,,,,,,,,,,,,,47.1405858,9.5216060,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
1203150,Huber Uhren Schmuck Lech,TRUE,Dorf Nr. 115,,6764,Lech am Arlberg,Vorarlberg,Austria,+43 54 44 59 70,uhren@hangl-ischgl.at,https://www.omegawatches.com/en-us/store/storedetails/6387,,,,,,,,,,,,,47.2082483,10.1420875,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"OMEGA, ROLEX"
ioannidis-jewellery-corfu,IOANNIDIS JEWELLERY,TRUE,41 Nikiforou Theotoki,,49100,Corfu,Heptanese,Greece,+302661021021,,https://ioannidis-888/rswi_183357-corfu-greece,,,,,,,,,,,,,39.6248397,19.9214298,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
italico-ronzoni-udine,Italico Ronzoni,TRUE,Via Mercatovecchio 10,,33100,Udine,Udine,Italy,+39 0432 501526,,https://italicoronzoni-892/rswi_2054-udine-italy,,,,,,,,,,,,,46.0636230,13.2347410,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
joieria-grau-barcelona,JOIERIA GRAU,TRUE,Avenida Diagonal 538,,08006,Barcelona,Barcelona,Spain,+34 935 19 33 03,,https://joyeriagrau-969/rswi_18362-barcelona-spain,,,,,,,,,,,,,41.3948264,2.1515280,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
juwelier-bartels-ravensburg,Juwelier Bartels,TRUE,Bachstraße 44,,88214,Ravensburg,Baden-Württemberg,Germany,+49 751 22995,,https://juwelierbartels-1017/rswi_1660-ravensburg-germany,,,,,,,,,,,,,47.7814252,9.6106637,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
juwelier-dallinger-innsbruck-innsbruck,Juwelier Dallinger Innsbruck,TRUE,Maria-Theresienstrasse 37,,6020,Innsbruck,Tirol,Austria,+43 512 58 24 94,,https://dallinger-729/rswi_17106-innsbruck-austria,,,,,,,,,,,,,47.2651909,11.3947984,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
juwelier-dührkoop-ingolstadt,Juwelier Dührkoop,TRUE,Rathausplatz 9,,85049,Ingolstadt,Bavaria,Germany,+49 841 32040,,https://juwelierduhrkoop-1027/rswi_1614-ingolstadt-germany,,,,,,,,,,,,,48.7623455,11.4250656,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
juwelier-eckstein-saarbrücken,Juwelier Eckstein,TRUE,Bahnhofstr. 1-3,,66111,Saarbrücken,Saarland,Germany,,,https://juweliereckstein-1028/rswi_186317-saarbrucken-germany,,,,,,,,,,,,,49.2331500,6.9956300,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
2232,Juwelier Hilscher,TRUE,"Flughafen München Terminal II, Ebene 04",,80801,M/u00fcnchen,Bavaria,Germany,+49 89 238 854 646,muenchen.oberpollinger@bucherer.de,https://www.omegawatches.com/en-us/store/storedetails/672910,,,,,,,,,,,,,48.1572446,11.5752857,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"OMEGA, ROLEX"
juwelier-hollfelder-oberstaufenallg,Juwelier Hollfelder,TRUE,Lindauer Straße 14,,87534,Oberstaufen/Allg.,Bavaria,Germany,,,https://hollfelderjuwelier-22381/rswi_187199-oberstaufenallg-germany,,,,,,,,,,,,,47.5550400,10.0209800,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
juwelier-hunke-ludwigsburg,Juwelier Hunke,TRUE,Kirchstraße 13-15,,71634,Ludwigsburg,Baden-Württemberg,Germany,+49 7141 931810,,https://hunkeuhren-1038/rswi_1628-ludwigsburg-germany,,,,,,,,,,,,,48.8975437,9.1901333,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
juwelier-kamphues-karlsruhe,Juwelier Kamphues,TRUE,Kaiserstraße 201 Eingang Waldstraße,,76133,Karlsruhe,Baden-Württemberg,Germany,+49 721 929260,,https://juwelierkamphues-1041/rswi_1616-karlsruhe-germany,,,,,,,,,,,,,49.0095691,8.3966806,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
juwelier-leo-link-mainz,Juwelier Leo Link,TRUE,Ludwigsstraße 3,,55116,Mainz,Rhineland-Palatinate,Germany,+49 6131 669290,,https://leolink-5027/rswi_15583-mainz-germany,,,,,,,,,,,,,49.9983860,8.2690646,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
juwelier-mühlbacher-regensburg,Juwelier Mühlbacher,TRUE,Ludwigstraße 1,,93047,Regensburg,Bavaria,Germany,+49 941 5027970,,https://muhlbacher-2000/rswi_5155-regensburg-germany,,,,,,,,,,,,,49.0196400,12.0914600,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
2273,Juwelier M/u00fcller GmbH & Co. KG,TRUE,Am Schl/u00f6/u00dfle 1,,87435,Kempten/Allg.,Bavaria,Germany,+49 721 921 215 90,,https://www.omegawatches.com/en-us/store/storedetails/8402,,,,,,,,,,,,,47.7262417,10.3150261,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"OMEGA, ROLEX"
juwelier-nitsch-mannheim,Juwelier Nitsch,TRUE,P 7 2-3,,68161,Mannheim,Baden-Württemberg,Germany,+49 621 26668,,https://juweliernitsch-871/rswi_1631-mannheim-germany,,,,,,,,,,,,,49.4861945,8.4720699,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
juwelier-stöckerl-garmisch-partenkirchen,Juwelier Stöckerl,TRUE,Marienplatz 3,,82467,Garmisch Partenkirchen,Bavaria,Germany,+49 8821 3797,,https://josefstockerl-941/rswi_1600-garmischpartenkirchen-germany,,,,,,,,,,,,,47.4930581,11.0875973,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
juwelier-vogl-aschaffenburg,Juwelier Vogl,TRUE,Herstallstraße 18,,63739,Aschaffenburg,Bavaria,Germany,+49 602130890,,https://juweliervogl-1080/rswi_183878-aschaffenburg-germany,,,,,,,,,,,,,49.9751900,9.1471800,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
juwelier-wagner-rolex-boutique-vienna,Juwelier Wagner - Rolex Boutique,TRUE,Tuchlauben 2,,1010,Vienna,Vienna,Austria,+43 1 512 3 512,,https://juwelierwagner-1081/rswi_3705-vienna-austria,,,,,,,,,,,,,48.2095996,16.3689174,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
2258,Ignaz Weinmayr OHG,TRUE,Altstadt 334,,84028,Landshut,Bavaria,Germany,+49 221 256 607,info@juwelier-berghoff.de,https://www.omegawatches.com/en-us/store/storedetails/2261,,,,,,,,,,,,,48.5364661,12.1522252,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"OMEGA, ROLEX"
juwelier-wempe-berlin-2,Juwelier Wempe,TRUE,Grimmaische Straße Mädler-Passage 2-4,,10707,Frankfurt am Main,Berlin,Germany,+49 30 55669010,,https://wempe-1084/rswi_4008-berlin-germany,,,,,,,,,,,,,52.5005104,13.3139337,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
kutter-1825-stuttgart,Kutter 1825,TRUE,Königstraße 46,,70173,Stuttgart,Baden-Württemberg,Germany,+49 711 290460,,https://kutter1825-2160/rswi_5435-stuttgart-germany,,,,,,,,,,,,,48.7759647,9.1754129,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
la-campanina-boutique-rolex-capri,La Campanina BOUTIQUE ROLEX,TRUE,Via Vittorio Emanuele 18/20,,80073,Capri,Napoli,Italy,+39 0818376726,,https://lacampanina-1136/rswi_1899-capri-italy,,,,,,,,,,,,,40.5500330,14.2440150,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
la-motta-messina,La Motta,TRUE,V.le San Martino 188,,98123,Messina,Messina,Italy,+39 090 2931884,,https://lamotta-1142/rswi_1965-messina-italy,,,,,,,,,,,,,38.1824360,15.5527540,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
lassaussois-les-montres-les-bijoux-boutique-rolex-saint-germain-paris,Lassaussois Les Montres Les Bijoux Boutique Rolex Saint-Germain,TRUE,8 Rue de Sevres,,75006,Paris,Paris,France,+33 1 53 63 00 50,,https://lassaussoislesmontres-1183/rswi_5028-paris-france,,,,,,,,,,,,,48.8520283,2.3288071,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
lepage-rouen-gros-horloge-rouen,Lepage Rouen Gros Horloge,TRUE,103 Rue du Gros Horloge,,76000,Rouen,Seine Maritime,France,+33 2 35 98 15 65,,https://lepage-1180/rswi_1522-rouen-france,,,,,,,,,,,,,49.4416434,1.0907657,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
lucchetti-1873-chiavari,Lucchetti 1873,TRUE,Via Martiri della Liberazione 38,,16043,Chiavari,Genova,Italy,+39 0185 040203,,https://lucchetti1873-1217/rswi_1908-chiavari-italy,,,,,,,,,,,,,44.3169170,9.3259570,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
luigi-codevilla-genova,Luigi Codevilla,TRUE,Via Roma 85r,,16121,Genova,Genova,Italy,+39 010 247 2567,,https://luigicodevilla-1215/rswi_1936-genova-italy,,,,,,,,,,,,,44.4095803,8.9374284,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
mamic-1970-zagreb,MAMIC 1970,TRUE,Frane Petrica 7,,10000,Zagreb,Zagreb,Croatia,+385 1 4870 700,,https://mamic1970-319/rswi_17174-zagreb-croatia,,,,,,,,,,,,,45.8123199,15.9754784,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
manì-sassari,Manì,TRUE,Via Roma 28,,07100,Sassari,Sassari,Italy,+39 079 231093,,https://mani-5729/rswi_16456-sassari-italy,,,,,,,,,,,,,40.7241137,8.5651272,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
martines-agrigento,Martines,TRUE,Via Atenea 133/135,,92100,Agrigento,Agrigento,Italy,+39 0922 23716,,https://martines-1257/rswi_1869-agrigento-italy,,,,,,,,,,,,,37.3109486,13.5819669,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
michaud-neuchâtel-neuchâtel,Michaud Neuchâtel,TRUE,Place Pury 1-3,,2000,Neuchâtel,Neuchâtel,Switzerland,+41 32 722 61 68,,https://michaud-1290/rswi_2517-neuchatel-switzerland,,,,,,,,,,,,,46.9902082,6.9295285,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
michaud-verbier-verbier,Michaud Verbier,TRUE,5 Rue de Médran,,1936,Verbier,Valais,Switzerland,027 771 11 09,,https://michaud-1290/rswi_16475-verbier-switzerland,,,,,,,,,,,,,46.0951590,7.2309671,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
mirolli-grosseto,Mirolli,TRUE,Piazza Monte dei Paschi 6,,58100,Grosseto,Grosseto,Italy,+39 0564 412422,,https://mirolli-1296/rswi_1941-grosseto-italy,,,,,,,,,,,,,42.7612156,11.1131710,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
nicora-varese,Nicora,TRUE,Via Manzoni 14,,21100,Varese,Varese,Italy,+39 0332 286592,,https://nicora-1354/rswi_2056-varese-italy,,,,,,,,,,,,,45.8159990,8.8280296,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
orologeria-del-pianello-san-marino,Orologeria del Pianello,TRUE,Piazza della Libertà 8,,47890,San Marino,San Marino,Italy,+378 0549 990354,,https://orologeriadelpianello-4182/rswi_13657-sanmarino-italy,,,,,,,,,,,,,43.9366410,12.4466870,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
orzelleca-gioielli-avellino,Orzelleca Gioielli,TRUE,C.so Vittorio Emanuele 197,,83100,Avellino,Avellino,Italy,+39 0825 35700,,https://orzellecagioielli-463/rswi_4173-avellino-italy,,,,,,,,,,,,,40.9141034,14.7892640,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
pons-1845-ii-berna-andorra-la-vella,PONS 1845 II (BERNA),TRUE,Avenida Meritxell 51-55,,AD500,Andorra la Vella,Andorra,Andorra,+376 803 180,,https://pons1845-966/rswi_18235-andorralavella-andorra,,,,,,,,,,,,,42.5086055,1.5277951,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
paolo-bartorelli-gioielli-pesaro,Paolo Bartorelli Gioielli,TRUE,Via Giovanni Branca 15,,61121,Pesaro,Pesaro and Urbino,Italy,+39 0721 31345,,https://bartorelli-1119/rswi_1996-pesaro-italy,,,,,,,,,,,,,43.9093470,12.9119810,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
petite-genève-petrović-kft-budapest,Petite Genève Petrović Kft.,TRUE,Andrássy út 10.,,1061,Budapest,Budapest,Hungary,+36 1 318 99 55,,https://petitegenevepetrovic-18/rswi_1834-budapest-hungary,,,,,,,,,,,,,47.5011740,19.0569460,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
petite-genève-petrović-montenegro-tivat,Petite Genève Petrović Montenegro,TRUE,Blaža Jovanovića 1 (Regent Hotel),,85320,Tivat,Tivat,Montenegro,+382 68 418 418,,https://petitegenevepetrovic-18/rswi_17865-tivat-montenegro,,,,,,,,,,,,,42.4338749,18.6937963,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
pisa-1940-boutique-rolex-milano,Pisa 1940 BOUTIQUE ROLEX,TRUE,Via Montenapoleone 24,,20121,Milano,Milano,Italy,+39 02 76317726,,https://fllipisa-26/rswi_1969-milano-italy,,,,,,,,,,,,,45.4698412,9.1932797,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
prosperi-1816-arezzo,Prosperi 1816,TRUE,Corso Italia 76,,52100,Arezzo,Arezzo,Italy,+39 0575 20746,,https://biagini1863prosperi1816-137/rswi_1876-arezzo-italy,,,,,,,,,,,,,43.4643400,11.8821700,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
relojería-alemana-palma-de-mallorca,RELOJERÍA ALEMANA,TRUE,Paseo del Borne 19,,07001,Palma de Mallorca,Majorca,Spain,+34 971 71 29 17,,https://relojeriaalemana-66/rswi_2454-palmademallorca-spain,,,,,,,,,,,,,39.5702546,2.6509290,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
ricci-forlì,Ricci,TRUE,Piazza A.Saffi 49,,47121,Forlì,Forlì,Italy,+39 0543 24026,,https://ricci-72/rswi_1930-forli-italy,,,,,,,,,,,,,44.2223020,12.0403110,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,ROLEX
